,C12:0,C12:0,C14:0,C14:0,C14:1w5,C14:1w5,C15:0,C15:0,C16:0,C16:0,C16:1w7c,C16:1w7c,C16:2w6,C16:2w6,C16:2w6,C16:2w6,C17:0,C17:0,C16:3n4,C16:3n4,C16:3n3,C16:3n3,C16:4n3,C16:4n3,C16:4w1,C16:4w1,C18:0,C18:0,C18:1w9c,C18:1w9c,C18:1w7c,C18:1w7c,C18:1n,C18:1n,C18:2w6c,C18:2w6c,C18:3w6,C18:3w6,C19:0,C19:0,C18:3w3,C18:3w3,C18:4w3,C18:4w3,C18:5w3,C18:5w3,C20:0,C20:0,C20:4w6,C20:4w6,C20:4w3,C20:4w3,C20:5w3,C20:5w3,C22:0,C22:0,C22:5w3,C22:5w3,C22:6w3,C22:6w3
data filename,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc
HIGR_09F0706_0129_5242020_24.qgd,"4,890",-0.09,"1,279,010",5.09,"41,872",0.44,"85,460",0.4,"3,959,772",16.96,"397,036",4.56,"35,454",0.34,"23,820",0.23,"33,946",0.25,"31,307",0.29,-----,-----,-----,-----,"68,323",0.62,"418,228",2.06,"884,187",10.04,"7,533",0.2,-----,-----,"329,506",3.48,"50,628",0.82,"6,125,644",24.1,"1,140,449",10.52,"2,002,795",18.27,,,"343,143",1.79,"2,797,552",29.58,"128,327",1.31,"2,185,326",22.61,"5,963",0.13,"694,361",12.68,524,0.87
HIGR_14F1289_0140_5242020_25.qgd,"5,855",-0.09,"1,166,706",4.64,"29,356",0.32,"59,457",0.29,"4,189,692",17.94,"338,640",3.89,"14,668",0.14,"37,923",0.36,"20,393",0.18,"8,526",0.08,-----,-----,-----,-----,"33,834",0.31,"263,150",1.36,"1,029,017",11.64,"8,497",0.21,-----,-----,"441,626",4.54,"49,483",0.81,"6,571,489",25.84,"1,299,508",11.97,"2,340,761",21.35,,,"205,798",1.21,"2,823,841",29.85,"159,962",1.63,"1,794,675",18.64,"2,750",0.12,"655,421",12,-----,-----
MYMA_08F0622_0158_5242020_27.qgd,"5,148",-0.09,"257,002",1.01,851,0.04,"48,382",0.25,"4,457,395",19.07,"59,270",0.72,"1,991",0.02,"1,833",0.02,"17,851",0.17,"3,834",0.03,-----,-----,-----,-----,"2,586",0.02,"264,425",1.36,"91,748",1.27,"648,181",6.34,-----,-----,"109,949",1.4,"38,294",0.68,"6,873,811",27.03,"4,103",0.15,"6,679",0.06,,,"3,995",0.36,"277,999",3.35,"6,353",0.06,"2,390,549",24.7,"5,715",0.13,"2,848",0.46,-----,-----
MYMA_08F0623_0165_5242020_19.qgd,"8,648",-0.08,"296,554",1.16,-----,-----,"49,707",0.25,"4,198,679",17.97,"98,802",1.17,437,0,"2,397",0.02,"20,055",0.18,"3,618",0.03,-----,-----,-----,-----,"3,006",0.03,"198,770",1.06,"56,210",0.88,"774,724",7.55,-----,-----,"126,875",1.56,"27,899",0.57,"8,156,181",32.04,"5,157",0.16,"6,394",0.06,,,"5,146",0.36,"150,717",2.02,"8,228",0.08,"3,406,146",35.03,"6,094",0.13,"3,375",0.47,-----,-----
MYMA_09F0777_0159_5242020_20.qgd,"4,901",-0.09,"229,675",0.9,767,0.04,"33,992",0.19,"3,739,600",16.02,"79,020",0.95,"1,337",0.01,"4,021",0.04,"16,680",0.17,"10,813",0.1,-----,-----,-----,-----,"2,659",0.02,"229,189",1.2,"48,656",0.79,"570,534",5.59,-----,-----,"110,794",1.4,"26,338",0.55,"6,761,305",26.59,"4,088",0.15,"7,340",0.07,,,"3,832",0.36,"248,279",3.04,"8,890",0.09,"2,387,135",24.66,"7,343",0.14,"4,166",0.49,"23,557",1.28
MYMA_10F0840_0160_5242020_8.qgd,"7,533",-0.08,"281,737",1.1,-----,-----,"43,644",0.23,"4,045,231",17.32,"112,448",1.33,"2,270",0.02,"3,073",0.03,"14,650",0.16,"7,896",0.07,-----,-----,-----,-----,"3,707",0.03,"194,745",1.04,"86,680",1.21,"579,995",5.68,-----,-----,"99,166",1.29,"26,222",0.55,"6,595,114",25.94,"5,020",0.16,"5,500",0.05,,,"2,684",0.35,"351,124",4.11,"4,011",0.04,"3,217,150",33.11,"4,188",0.12,"2,007",0.45,"5,209",0.95
PADE_12F1178_0196_5242020_15.qgd,"13,708",-0.06,"1,283,483",5.11,-----,-----,"67,240",0.32,"2,369,592",10.19,"352,303",4.05,"15,639",0.15,"105,234",1,"7,654",0.12,"89,468",0.82,-----,-----,-----,-----,"326,797",2.98,"151,305",0.85,"152,738",1.95,"111,028",1.19,"8,754",0.08,"11,943",0.47,"8,350",0.35,"6,480,868",25.49,"19,223",0.29,"119,845",1.09,,,"7,412",0.37,"25,372",0.72,"5,862",0.06,"3,974,047",40.81,"6,619",0.14,"5,094",0.5,"4,199",0.93
PHAN_04F0231_0146_5242020_7.qgd,"6,870",-0.08,"289,354",1.14,-----,-----,"69,114",0.33,"4,540,463",19.43,"769,422",8.79,"5,462",0.05,"26,918",0.26,"16,491",0.17,"21,887",0.2,-----,-----,-----,-----,"38,819",0.35,"179,325",0.97,"162,633",2.05,"111,889",1.2,-----,-----,"137,886",1.66,"17,453",0.45,"6,261,845",24.63,"25,179",0.34,"65,652",0.6,,,"3,062",0.35,"922,860",10.06,"2,375",0.02,"2,790,126",28.76,-----,-----,"26,530",0.88,"40,197",1.57
PHAN_05F0318_0147_5242020_21.qgd,"13,621",-0.06,"289,713",1.14,-----,-----,"69,429",0.33,"4,429,434",18.96,"32,963",0.42,-----,-----,"1,718",0.02,"20,200",0.18,"1,055",0.01,-----,-----,-----,-----,"1,151",0.01,"185,411",1,"50,590",0.82,"8,207",0.21,-----,-----,"13,504",0.48,"3,343",0.29,"5,815,119",22.89,"6,443",0.17,-----,-----,,,"2,834",0.35,"2,158,069",22.92,-----,-----,"1,278,191",13.38,-----,-----,-----,-----,966,0.88
PHAN_08F0702_0148_5242020_26.qgd,"16,142",-0.05,"483,358",1.91,-----,-----,"115,871",0.53,"6,652,393",28.42,"132,896",1.56,-----,-----,"7,151",0.07,"51,126",0.33,"6,819",0.06,-----,-----,-----,-----,"7,248",0.07,"194,253",1.04,"147,754",1.89,"33,469",0.45,-----,-----,"169,211",1.96,"12,114",0.39,"6,363,036",25.03,"10,860",0.21,"2,184",0.02,,,"2,663",0.35,"3,914,644",41.21,-----,-----,"2,730,116",28.15,-----,-----,-----,-----,"5,247",0.95
POPL_15F1417_0197_5242020_12.qgd,"5,187",-0.09,"33,424",0.11,-----,-----,"11,610",0.09,"3,376,151",14.47,"17,968",0.25,-----,-----,"1,073",0.01,"4,042",0.11,931,0.01,-----,-----,-----,-----,545,0,"155,225",0.86,"53,661",0.85,"49,959",0.61,-----,-----,"172,364",1.99,"6,204",0.33,"5,905,153",23.24,"12,799",0.23,"8,812",0.08,,,"3,555",0.36,"267,923",3.24,"10,835",0.11,"3,749,338",38.52,-----,-----,"5,086",0.5,-----,-----
Average,"11,865",0.08,"861,956",3.42,"18,170",0.21,"57,728",0.28,"4,193,165",17.95,"522,696",5.99,"19,526",0.19,"173,096",1.64,"19,826",0.18,"576,050",5.26,-----,-----,-----,-----,"55,211",0.5,"241,354",1.26,"348,438",4.11,"187,796",1.93,"8,113",0.08,"239,483",2.63,"28,605",0.57,"6,703,272",26.36,"431,700",4.05,"619,961",5.66,,,"66,218",0.62,"1,365,916",14.68,"42,772",0.43,"2,371,165",24.5,"11,363",0.16,"103,288",2.24,"116,447",2.92
%RSD,107.018669,22.374063,83.571291,84.113448,98.826376,83.435312,40.699093,34.192186,27.855088,27.697056,118.990326,118.014613,91.559838,92.007867,159.605219,159.449156,75.379874,38.325952,183.084164,183.074631,-----,-----,-----,-----,161.512339,162.054052,44.43894,38.994131,153.678303,144.119923,141.736141,132.172193,59.411613,62.099378,170.508666,147.559197,139.247074,77.294222,9.863548,9.803118,189.174239,183.88595,197.772153,197.758731,,,206.518189,93.233567,125.597106,121.709399,181.598748,181.654518,48.316366,47.568159,142.28464,51.916399,234.690678,191.436625,142.46707,100.496236
Maximum,"58,857",0.12,"2,855,744",11.4,"41,872",0.44,"115,871",0.53,"6,919,922",29.56,"1,875,792",21.35,"47,647",0.45,"825,444",7.83,"53,651",0.34,"3,203,681",29.23,-----,-----,-----,-----,"326,797",2.98,"555,494",2.69,"2,018,946",22.59,"774,724",7.55,"17,517",0.17,"1,699,899",16.48,"169,895",2.15,"8,156,181",32.04,"2,947,282",27,"4,271,988",38.97,,,"459,772",2.28,"6,053,351",63.48,"248,114",2.52,"4,564,018",46.81,"54,192",0.38,"694,361",12.68,"432,115",8.5
Minimum,"4,890",0.05,"33,424",0.11,767,0.04,"11,610",0.09,"2,369,592",10.19,"17,968",0.25,437,0,"1,073",0.01,"3,985",0.11,931,0.01,-----,-----,-----,-----,545,0,"151,305",0.85,"19,971",0.48,"1,042",0.14,"4,562",0.04,"11,943",0.47,"1,519",0.27,"5,815,119",22.89,"4,088",0.15,"2,184",0.02,,,"2,663",0.35,"25,372",0.72,"2,375",0.02,"599,202",6.48,"2,750",0.12,999,0.43,524,0.87
Std. Dev.,"12,697.32",0.017636,"720,347.46",2.880638,"17,956.55",0.175214,"23,494.68",0.097347,"1,168,009.89",4.971947,"621,958.24",7.063522,"17,878.33",0.170568,"276,271.00",2.620594,"14,944.68",0.069663,"1,054,656.33",9.62111,-----,-----,-----,-----,"89,171.82",0.814083,"107,255.24",0.489491,"535,473.15",5.924177,"266,174.80",2.548591,"4,820.06",0.04761,"408,338.67",3.873863,"39,831.71",0.444214,"661,180.49",2.583986,"816,664.86",7.450626,"1,226,109.60",11.184492,,,"136,751.73",0.5775,"1,715,551.42",17.861212,"77,672.51",0.790197,"1,145,660.78",11.654759,"16,168.28",0.083066,"242,406.80",4.284078,"165,898.87",2.931978
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C12:0,C12:0,C14:0,C14:0,C14:1w5,C14:1w5,C15:0,C15:0,C16:0,C16:0,C16:1w7c,C16:1w7c,C16:2w6,C16:2w6,C16:2w6,C16:2w6,C17:0,C17:0,C16:3n4,C16:3n4,C16:3n3,C16:3n3,C16:4n3,C16:4n3,C16:4w1,C16:4w1,C18:0,C18:0,C18:1w9c,C18:1w9c,C18:1w7c,C18:1w7c,C18:1n,C18:1n,C18:2w6c,C18:2w6c,C18:3w6,C18:3w6,C19:0,C19:0,C18:3w3,C18:3w3,C18:4w3,C18:4w3,,,C20:0,C20:0,C20:4w6,C20:4w6,C20:4w3,C20:4w3,C20:5w3,C20:5w3,C22:0,C22:0,C22:5w3,C22:5w3,C22:6w3,C22:6w3
batch 8,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,,,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc
BEDI_08F0575_0176_5252020_16.qgd,"4,917",0,"1,105,972",2.76,-----,-----,"36,553",0.3,"2,812,647",7.23,"944,453",6.54,"32,786",0.18,"368,156",2.07,"3,439",0.22,"1,860,833",9.15,-----,-----,-----,-----,"16,753",0.08,"61,200",0.49,"11,177",0.51,"11,855",0.29,-----,-----,"7,648",0.42,-----,-----,"8,478,463",19.53,"53,499",0.43,"4,979",0.02,"1,585,799",0,"3,765",0.38,"88,532",1.1,-----,-----,"507,755",3.35,-----,-----,-----,-----,"224,971",2.99
BEDI_09F0818_0185_5252020_9.qgd,"9,548",0.01,"1,475,551",3.61,-----,-----,"42,812",0.32,"3,490,238",8.9,"1,552,544",10.68,"47,356",0.27,"585,641",3.3,"3,403",0.22,"3,224,509",15.86,-----,-----,-----,-----,"6,362",0.03,"148,345",0.71,"9,220",0.5,"6,282",0.26,-----,-----,"15,664",0.47,-----,-----,"8,322,015",19.18,"52,581",0.43,"5,643",0.03,"2,403,471",0,"4,413",0.38,"101,908",1.18,-----,-----,"596,177",3.85,-----,-----,-----,-----,"222,908",2.97
BEDI_13F1229_0186_5252020_15.qgd,"13,028",0.02,"1,573,381",3.84,-----,-----,"56,663",0.35,"4,549,283",11.5,"1,813,666",12.46,"67,884",0.38,"649,012",3.65,"13,357",0.25,"2,775,210",13.65,-----,-----,-----,-----,"139,496",0.69,"541,949",1.71,"175,585",1.65,"220,898",1.5,-----,-----,"24,046",0.52,"8,913",0.4,"8,617,997",19.85,"90,269",0.62,"90,235",0.44,"2,270,967",0,"10,381",0.4,"198,458",1.76,"3,400",0.02,"1,626,758",9.72,-----,-----,"11,184",0.57,"334,414",4.03
BEDI_14F1391_0187_5252020_26.qgd,"10,242",0.02,"1,111,724",2.77,-----,-----,"42,095",0.32,"2,883,280",7.41,"1,154,960",7.97,"28,979",0.16,"616,251",3.47,"5,006",0.23,"2,061,443",10.14,-----,-----,-----,-----,"4,382",0.02,"147,808",0.71,"18,063",0.56,"11,278",0.29,-----,-----,"12,824",0.45,-----,-----,"7,418,708",17.12,"94,549",0.64,"6,136",0.03,"1,919,069",0,"4,338",0.38,"99,021",1.16,-----,-----,"459,570",3.07,-----,-----,-----,-----,"162,788",2.4
CAAT_14F1394_0212_5252020_23.qgd,"21,534",0.04,"690,108",1.79,-----,-----,"147,516",0.57,"8,124,360",20.27,"98,129",0.78,-----,-----,"5,510",0.03,"75,795",0.41,"9,076",0.04,-----,-----,-----,-----,"5,745",0.03,"291,218",1.07,"204,661",1.86,"30,532",0.4,-----,-----,"200,936",1.51,"9,335",0.4,"8,899,742",20.49,"14,784",0.24,"3,968",0.02,,,"6,275",0.39,"6,833,614",41.63,-----,-----,"1,758,856",10.47,-----,-----,-----,-----,"12,847",0.98
DEAN_07F0571_0203_5252020_11.qgd,"8,241",0.01,"3,737,583",8.84,-----,-----,"59,433",0.36,"3,792,885",9.64,"82,353",0.67,"6,860",0.04,"77,794",0.44,"20,258",0.27,"6,029",0.03,-----,-----,-----,-----,"14,694",0.07,"314,718",1.13,"1,297,784",9.44,"4,090",0.25,"29,378",0.17,"681,953",4.22,"124,562",1.13,"9,877,579",22.72,"1,473,484",7.42,"3,636,147",17.89,,,"156,367",0.78,"4,986,021",30.53,"111,264",0.63,"4,376,541",25.37,-----,-----,-----,-----,-----,-----
GISK_12F1095_0204_5252020_13.qgd,"11,048",0.02,"106,880",0.45,-----,-----,"21,482",0.27,"1,880,618",4.94,"33,004",0.33,-----,-----,748,0,"11,139",0.24,107,0,-----,-----,-----,-----,-----,-----,"151,050",0.72,"99,019",1.12,"15,526",0.31,-----,-----,"8,875",0.43,"2,745",0.36,"9,025,839",20.78,-----,-----,-----,-----,,,"3,948",0.38,"429,131",3.14,-----,-----,"814,276",5.09,-----,-----,-----,-----,-----,-----
HIGR_10F0836_0130_5252020_22.qgd,"8,581",0.01,"1,469,815",3.6,"49,507",0.38,"114,748",0.49,"5,842,670",14.67,"479,069",3.37,"38,713",0.22,"30,295",0.17,"45,604",0.33,"20,728",0.1,-----,-----,-----,-----,"56,353",0.28,"488,304",1.58,"1,131,555",8.28,"9,576",0.28,"29,347",0.17,"501,775",3.21,"64,935",0.75,"9,187,575",21.15,"1,248,250",6.31,"1,844,007",9.07,,,"496,822",1.66,"3,420,355",21.12,"100,568",0.57,"2,120,625",12.53,"9,908",0.15,"904,636",9.05,237,0.86
HIGR_12F1103_0139_5252020_21.qgd,"4,520",0,"1,099,118",2.74,"15,420",0.18,"75,473",0.4,"4,792,571",12.09,"414,350",2.93,"27,797",0.16,"29,408",0.17,"16,695",0.26,"17,557",0.09,-----,-----,-----,-----,"54,050",0.27,"411,589",1.38,"767,556",5.76,"12,723",0.3,"15,586",0.09,"398,895",2.63,"33,751",0.56,"8,733,552",20.11,"1,012,945",5.15,"1,481,278",7.29,,,"432,871",1.5,"2,165,760",13.58,"85,681",0.49,"1,479,990",8.88,"8,309",0.14,"687,638",6.99,-----,-----
HYSP_05F0291_0193_5252020_25.qgd,"43,913",0.1,"539,990",1.45,-----,-----,"181,585",0.65,"7,977,493",19.91,"60,488",0.52,-----,-----,"4,946",0.03,"65,770",0.38,225,0,-----,-----,-----,-----,"6,838",0.03,"353,131",1.23,"243,821",2.13,"75,601",0.66,-----,-----,"384,099",2.54,"36,262",0.57,"8,761,606",20.18,"3,536",0.19,"1,887",0.01,,,"6,392",0.39,"1,177,897",7.64,-----,-----,"3,384,861",19.72,-----,-----,"3,406",0.5,"15,976",1.01
HYSP_05F0294_0205_5252020_24.qgd,"17,182",0.03,"495,024",1.34,-----,-----,"178,136",0.64,"8,192,710",20.44,"87,273",0.7,-----,-----,"8,406",0.05,"43,607",0.33,"15,631",0.08,-----,-----,-----,-----,"13,568",0.07,"373,792",1.28,"223,807",1.99,"107,223",0.84,-----,-----,"380,610",2.52,"36,099",0.57,"9,046,801",20.83,"4,637",0.19,"6,497",0.03,,,"4,888",0.38,"1,485,504",9.49,-----,-----,"4,188,014",24.3,-----,-----,"3,247",0.49,"7,755",0.93
LAAN_14F1207_0194_5252020_14.qgd,"25,655",0.05,"281,354",0.85,-----,-----,"14,646",0.25,"4,887,563",12.33,"226,815",1.65,"11,826",0.07,"50,341",0.28,"5,676",0.23,"170,122",0.84,"2,872,759",14.13,"30,642",0.15,"13,093",0.06,"333,653",1.18,"146,374",1.45,"894,551",5.37,-----,-----,"745,091",4.57,"46,577",0.64,"8,871,887",20.43,"4,406,513",21.85,"156,113",0.77,,,"6,187",0.39,"218,287",1.87,"9,154",0.05,"853,971",5.32,-----,-----,"19,035",0.64,"15,445",1.01
MYMA_09F0778_0166_5252020_7.qgd,"5,343",0,"410,578",1.15,834,0.1,"47,400",0.33,"5,364,927",13.5,"139,625",1.06,"3,153",0.02,"13,335",0.08,"20,342",0.27,"17,414",0.09,-----,-----,"68,875",0.34,"15,249",0.08,"336,997",1.19,"92,883",1.08,"853,144",5.14,-----,-----,"153,779",1.25,"43,113",0.61,"9,722,875",22.37,"113,320",0.73,"70,529",0.35,,,"6,894",0.39,"377,242",2.83,"9,362",0.05,"3,656,258",21.27,"8,458",0.15,"5,098",0.51,"5,166",0.91
MYMA_10F0841_0167_5252020_18.qgd,"10,756",0.02,"432,815",1.2,"1,414",0.1,"74,415",0.39,"5,809,724",14.59,"139,407",1.06,"2,251",0.01,"4,082",0.02,"22,679",0.27,"9,270",0.05,-----,-----,"1,501",0.01,"5,562",0.03,"316,245",1.14,"89,474",1.06,"917,784",5.51,-----,-----,"131,760",1.12,"34,274",0.56,"9,756,846",22.45,"5,747",0.2,"7,188",0.04,,,"6,524",0.39,"426,772",3.13,"5,103",0.03,"4,172,154",24.21,"5,107",0.13,"3,578",0.5,"7,321",0.93
MYMA_14F1307_0175_5252020_27.qgd,"5,300",0,"158,123",0.56,"1,130",0.1,"20,276",0.27,"2,588,731",6.68,"56,694",0.5,"1,211",0.01,"1,939",0.01,"8,471",0.24,"2,679",0.01,-----,-----,"1,138",0.01,"1,468",0.01,"158,202",0.73,"42,812",0.73,"338,280",2.17,-----,-----,"56,700",0.7,"12,473",0.42,"9,549,899",21.98,"5,539",0.2,"5,264",0.03,,,"3,761",0.38,"100,044",1.16,"2,346",0.01,"812,204",5.08,"3,468",0.13,"1,093",0.47,-----,-----
MYSM_12F1170_0195_5252020_10.qgd,"15,567",0.03,"473,945",1.29,950,0.1,"54,285",0.35,"6,050,618",15.18,"98,690",0.78,"1,642",0.01,"9,852",0.06,"16,914",0.26,"22,620",0.11,-----,-----,-----,-----,"25,326",0.12,"219,827",0.89,"85,026",1.03,"677,234",4.12,-----,-----,"153,461",1.25,"30,998",0.54,"8,459,140",19.49,"64,128",0.49,"155,173",0.76,,,"7,605",0.39,"1,147,869",7.46,"2,495",0.01,"1,523,388",9.13,"7,310",0.14,"3,701",0.5,"6,306",0.92
PHAN_09F0710_0149_5252020_20.qgd,"17,184",0.03,"429,323",1.19,-----,-----,"80,180",0.41,"5,304,732",13.35,"627,923",4.39,"5,594",0.03,"28,394",0.16,"24,169",0.28,"32,650",0.16,-----,-----,-----,-----,"22,051",0.11,"287,326",1.06,"155,428",1.52,"95,595",0.78,-----,-----,"118,416",1.05,"6,485",0.38,"8,209,693",18.92,"8,803",0.22,"12,128",0.06,,,"3,995",0.38,"790,141",5.31,-----,-----,"2,384,583",14.03,-----,-----,"21,497",0.67,"40,286",1.24
PHAN_13F1232_0157_5252020_19.qgd,"44,761",0.1,"1,127,432",2.8,-----,-----,"253,397",0.81,"13,258,669",32.88,"202,547",1.49,"4,856",0.03,"51,317",0.29,"88,707",0.44,"68,336",0.34,-----,-----,-----,-----,"65,246",0.32,"460,109",1.51,"231,235",2.04,"37,970",0.44,-----,-----,"80,247",0.83,"45,278",0.63,"10,193,615",23.44,"15,098",0.25,"24,748",0.12,,,"7,585",0.39,"7,958,769",48.39,-----,-----,"3,762,673",21.88,"2,692",0.13,"3,177",0.49,"9,114",0.95
Average,"15,407",0.03,"928,818",2.35,"11,543",0.16,"83,394",0.42,"5,422,429",13.64,"456,222",3.22,"20,065",0.11,"140,857",0.79,"27,280",0.28,"573,024",2.82,"718,707",3.54,"25,539",0.13,"27,426",0.14,"299,748",1.1,"279,193",2.37,"240,008",1.61,"24,770",0.14,"225,377",1.65,"35,720",0.57,"8,951,880",20.61,"509,864",2.68,"441,878",2.17,,,"65,167",0.54,"1,778,074",11.25,"36,597",0.21,"2,137,703",12.63,"6,465",0.14,"138,941",1.78,"76,110",1.58
%RSD,78.085228,110.42395,90.777752,83.107349,168.628156,70.267347,79.268432,37.446185,50.070597,48.870372,120.617815,116.526978,104.005739,102.950659,166.637369,166.507281,95.210581,23.220044,188.990764,188.948251,199.808276,199.811454,125.406272,122.576468,127.001714,127.409388,43.982767,30.683477,136.473649,111.374892,142.37221,122.477847,32.110513,32.224201,104.276584,80.188203,85.099832,33.853343,7.681529,7.602996,218.14684,204.15559,223.168722,223.154983,,,230.258664,72.20649,136.779527,129.927284,129.617721,130.734736,66.290303,63.893697,42.364519,6.492936,223.484886,165.434854,145.800178,66.501614
Maximum,"44,761",0.1,"3,737,583",8.84,"49,507",0.38,"253,397",0.81,"13,258,669",32.88,"1,813,666",12.46,"67,884",0.38,"649,012",3.65,"88,707",0.44,"3,224,509",15.86,"2,872,759",14.13,"68,875",0.34,"139,496",0.69,"541,949",1.71,"1,297,784",9.44,"917,784",5.51,"29,378",0.17,"745,091",4.57,"124,562",1.13,"10,193,615",23.44,"4,406,513",21.85,"3,636,147",17.89,,,"496,822",1.66,"7,958,769",48.39,"111,264",0.63,"4,376,541",25.37,"9,908",0.15,"904,636",9.05,"334,414",4.03
Minimum,"4,520",0,"106,880",0.45,834,0.1,"14,646",0.25,"1,880,618",4.94,"33,004",0.33,"1,211",0.01,748,0,"3,403",0.22,107,0,131,0,"1,138",0.01,"1,468",0.01,"61,200",0.49,"9,220",0.5,"4,090",0.25,"15,586",0.09,"7,648",0.42,"2,745",0.36,"7,418,708",17.12,"3,536",0.19,"1,887",0.01,,,"3,761",0.38,"88,532",1.1,"2,346",0.01,"459,570",3.07,"2,692",0.13,"1,093",0.47,237,0.86
Std. Dev.,"12,030.33",0.03006,"843,159.69",1.949791,"19,463.90",0.112428,"66,105.25",0.15561,"2,715,042.51",6.665647,"550,284.61",3.74699,"20,868.60",0.116923,"234,720.49",1.320958,"25,972.97",0.066177,"1,082,963.17",5.326241,"1,436,035.07",7.063335,"32,027.51",0.156285,"34,831.04",0.172377,"131,837.44",0.335984,"381,025.33",2.642679,"341,704.54",1.96713,"7,953.88",0.046188,"235,015.03",1.32266,"30,397.66",0.192287,"687,641.21",1.567146,"1,112,251.43",5.47137,"986,132.70",4.851652,,,"150,053.30",0.390316,"2,432,040.67",14.615376,"47,436.20",0.270185,"1,417,089.81",8.067289,"2,738.68",0.008997,"310,511.76",2.947498,"110,967.89",1.051201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C12:0,C12:0,C14:0,C14:0,C14:1w5,C14:1w5,C15:0,C15:0,C16:0,C16:0,C16:1w7c,C16:1w7c,C16:2w6,C16:2w6,C16:2w6,C16:2w6,C17:0,C17:0,C16:3n4,C16:3n4,C16:3n3,C16:3n3,C16:4n3,C16:4n3,C16:4w1,C16:4w1,C18:0,C18:0,C18:1w9c,C18:1w9c,C18:1w7c,C18:1w7c,C18:1n,C18:1n,C18:2w6c,C18:2w6c,C18:3w6,C18:3w6,C19:0,C19:0,C18:3w3,C18:3w3,C18:4w3,C18:4w3,,,C20:0,C20:0,C20:4w6,C20:4w6,C20:4w3,C20:4w3,C20:5w3,C20:5w3,C22:0,C22:0,C22:5w3,C22:5w3,C22:6w3,C22:6w3
batch 9,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,,,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc
CAAT_14F1346_0188_5282020_19.qgd,"20,225",0.03,"496,368",1.22,-----,-----,"85,043",0.38,"6,760,784",15.29,"149,433",1.02,-----,-----,"14,944",0.07,"44,163",0.31,"30,217",0.13,-----,-----,"8,965",0.04,"10,168",0.04,"254,719",0.9,"212,344",1.74,"33,137",0.38,-----,-----,"192,961",1.35,"6,617",0.34,"8,350,356",17.31,"10,934",0.21,"13,763",0.06,,,"4,210",0.37,"3,567,541",20.12,-----,-----,"2,151,779",11.44,-----,-----,-----,-----,"9,368",0.92
DEAN_07F0570_0191_5282020_25.qgd,"10,920",0.01,"4,153,502",8.9,-----,-----,"54,870",0.32,"3,766,210",8.66,"88,016",0.64,"3,167",0.02,"72,858",0.36,"20,595",0.26,"5,815",0.03,-----,-----,-----,-----,"14,977",0.07,"408,827",1.25,"1,446,651",9.4,"6,092",0.24,"28,649",0.15,"1,083,668",5.82,"144,202",1.15,"8,942,746",18.53,"1,251,061",5.69,"2,853,802",12.6,,,"203,595",0.84,"4,327,872",24.3,"91,243",0.47,"3,845,968",20.09,"5,130",0.13,-----,-----,"1,590",0.85
GISK_12F1080_0192_5282020_20.qgd,"9,771",0.01,"144,543",0.48,-----,-----,"38,978",0.28,"2,697,768",6.29,"49,464",0.41,-----,-----,878,0,"15,538",0.25,747,0,-----,-----,-----,-----,-----,-----,"178,948",0.73,"133,130",1.25,"18,132",0.3,-----,-----,"13,009",0.45,"1,425",0.31,"8,687,540",18,329,0.16,-----,-----,,,"3,897",0.37,"856,484",5.24,-----,-----,"1,052,392",5.82,-----,-----,-----,-----,-----,-----
HIGR_10F0837_0137_5282020_13.qgd,"5,939",0,"1,471,456",3.26,"34,616",0.27,"90,388",0.39,"5,887,204",13.35,"565,905",3.55,"50,979",0.26,"37,240",0.19,"31,782",0.28,"37,370",0.16,-----,-----,-----,-----,"71,896",0.32,"455,717",1.36,"1,052,208",6.95,"17,278",0.3,"18,607",0.1,"641,172",3.6,"69,030",0.71,"9,629,126",19.93,"1,078,918",4.93,"1,505,791",6.65,,,"647,340",1.88,"3,186,339",18.03,"100,377",0.51,"2,041,827",10.88,"11,811",0.15,"853,236",7.93,-----,-----
